연번,구인신청일자,모집기간,사업장명,모집직종,고용형태,임금형태,임금,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,등록일,연락처
314,2023-05-19,2023-05-19~2023-07-01,쿠팡 주식회사,경영 기획 사무원,계약직,월급,2100000 ,무관,무관,무관,,    ,서울특별시 송파구 송파대로 570 타워730(신천동),대기업,충남지사,2023-05-19,1588-1519
315,2023-05-19,2023-05-19~2023-06-30,두레주식회사,기타 보건·의료 서비스 종사원,계약직,시급,9650 ,무관,0년개월,무관,,    ,충청남도 천안시 서북구 다가말3길 8 (쌍용동) (쌍용동) 천안충무병원,중소,충남지사,2023-05-19,1588-1519
316,2023-05-19,2023-05-19~2023-07-18,전라남도여수교육청,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,월급,1100000 ,무관,0년개월,무관,,    ,전라남도 여수시 관문동1길 39 (관문동),"공사,공공",전남지사,2023-05-19,1588-1519
317,2023-05-19,2023-05-19~2023-06-30,두드림협동조합,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",상용직,시급,9620 ,무관,0년개월,무관,,    ,전라남도 영광군 영광읍 현암길 37-4 A동 1층,중소,전남지사,2023-05-26,1588-1519
318,2023-05-19,2023-05-19~2023-07-18,아이갓에브리씽 이순신도서관점,음료 조리사(바리스타 포함),상용직,시급,9620 ,무관,0년개월,무관,,    ,전라남도 여수시 웅천6길 51 여수시립이순신도서관(웅천동),"협회,단체",전남지사,2023-05-19,1588-1519
319,2023-05-19,2023-05-19~2023-06-16,참사랑재가노인 통합지원센터,재가 요양보호사,계약직,월급,1254450 ,무관,0년개월,무관,,    ,경상북도 경주시 양정로 144-23 (성동동) (성동동),개인,경북지사,2023-05-19,1588-1519
320,2023-05-19,2023-05-19~2023-07-31,한국보훈복지의료공단 남양주보훈요양원,사무 보조원(공공기관),상용직,시급,9620 ,무관,무관,무관,,    ,경기도 남양주시 덕송2로 71 남양주보훈요양원,"공사,공공",경기북부지사,2023-05-26,1588-1519
321,2023-05-19,2023-05-19~2023-07-31,꿈쟁이사회적협동조합,음료 조리사(바리스타 포함),상용직,시급,9620 ,무관,0년개월,무관,,    ,경기도 양주시 고읍로 36-17 (광사동) 예향교회,"협회,단체",경기북부지사,2023-05-26,1588-1519
322,2023-05-19,2023-05-19~2023-08-18,사단법인 한국참여자치장애인총연합회,섬유·의복 분야 단순 종사원,상용직,월급,1010000 ,무관,무관,무관,,    ,경기도 양주시 청담로 286  (고암동),중소,경기북부지사,2023-05-19,1588-1519
323,2023-05-19,2023-05-19~2023-05-19,대한적십자사울산혈액원,사무 보조원(공공기관),계약직,월급,2340000 ,무관,무관,무관,,    ,울산광역시 중구 함월10길 25 울산혈액원 (성안동),중소,울산지사,2023-05-19,1588-1519
324,2023-05-19,2023-05-19~2023-05-19,울산광역시 중구도시관리공단,주차 관리·안내원,계약직,시급,9958 ,무관,무관,무관,,    ,울산광역시 중구 평산로 14 (약사동),"공사,공공",울산지사,2023-05-19,1588-1519
325,2023-05-19,2023-05-19~2023-07-31,(사)서울시관광협회,관광통역 안내원,계약직,월급,2422000 ,무관,무관,무관,,    ,서울특별시 중구 청계천로 40 (다동),"공사,공공",서울지역본부,2023-05-26,1588-1519
326,2023-05-19,2023-05-19~2023-06-02,재단법인 한국공예디자인문화진흥원,사무 보조원(공공기관),계약직,월급,2609290 ,무관,무관,무관,,    ,서울특별시 종로구 율곡로 53 해영회관 5층 한국공예디자인문화진흥원 (안국동),중소,서울지역본부,2023-05-19,1588-1519
327,2023-05-19,2023-05-19~2023-05-26,(주)에스비에스,사무 보조원(일반사업체),계약직,월급,2300000 ,무관,무관,고졸,영상·예술,    ,서울특별시 양천구 목동서로 161 (목동),대기업,서울남부지사,2023-05-26,1588-1519
328,2023-05-19,2023-05-19~2023-05-31,롯데렌탈(주),음료 조리사(바리스타 포함),계약직,월급,1047000 ,무관,무관,무관,,    ,경기도 안양시 동안구 전파로 88 8층 (호계동),중소,서울남부지사,2023-05-22,1588-1519
329,2023-05-19,2023-05-19~2023-05-31,윤중중학교,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),계약직,시급,12030 ,무관,0년개월,무관,,    ,서울특별시 영등포구 여의동로3길 3 (여의도동),"공사,공공",서울남부지사,2023-05-19,1588-1519
330,2023-05-19,2023-05-19~2023-08-18,대한무역투자진흥공사,사무 보조원(공공기관),계약직,월급,2000000 ,무관,무관,무관,,    ,서울특별시 서초구 헌릉로 13 대한무역투자진흥공사 본사,중소,대구지역본부,2023-05-19,1588-1519
331,2023-05-19,2023-05-19~2023-05-19,가톨릭대학교 인천성모병원,의료 보조원,계약직,시급,9620 ,무관,무관,무관,,    ,인천광역시 부평구 동수로 56  (부평동),중소,인천지사,2023-05-19,1588-1519
332,2023-05-19,2023-05-19~2023-06-30,쿠팡풀필먼트서비스유한회사,기타 텔레마케터,계약직,월급,1080000 ,무관,무관,무관,,    ,경기도 평택시 포승읍 하만호길 153 .,중소,광주지역본부,2023-05-19,1588-1519
333,2023-05-19,2023-05-19~2023-07-31,오름직업재활센터,전기·전자 분야 단순 종사원,상용직,시급,9620 ,무관,0년개월,무관,,    ,광주광역시 동구 의재로 151 (운림동),"협회,단체",광주지역본부,2023-05-19,1588-1519
334,2023-05-19,2023-05-19~2023-08-18,광주요양병원,시설 요양보호사(노인요양사),상용직,시급,9620 ,무관,0년개월,무관,,    ,광주광역시 광산구 임방울대로 816 광주요양병원  (월계동),중소,광주지역본부,2023-05-23,1588-1519
335,2023-05-19,2023-05-19~2023-08-18,롯데후레쉬델리카제4호 주식회사,식품 분야 단순 종사원,상용직,시급,9620 ,무관,0년개월,무관,,    ,광주광역시 북구 하서로 270 (양산동),대기업,광주지역본부,2023-05-19,1588-1519
336,2023-05-19,2023-05-19~2023-05-31,(주)정인관리,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",계약직,월급,1100000 ,무관,0년개월,무관,,    ,서울특별시 금천구 시흥대로 97 (시흥동) 33동 315호,중소,광주지역본부,2023-05-23,1588-1519
337,2023-05-19,2023-05-19~2023-05-29,대성고등학교,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9620 ,무관,무관,무관,,    ,대전광역시 중구 목동로 23 (목동)대성고등학교,"공사,공공",대전지역본부,2023-05-19,1588-1519
338,2023-05-19,2023-05-19~2023-06-09,롯데슈퍼 중촌점,상품 진열원,상용직,시급,9620 ,무관,0년개월,무관,,    ,대전광역시 중구 목중로 50 (중촌동),중소,대전지역본부,2023-05-19,1588-1519
339,2023-05-19,2023-05-19~2023-06-30,호텔멜리데이주식회사,"호텔·콘도·숙박시설 청소원(룸메이드,하우스키퍼)",상용직,시급,9620 ,무관,0년개월,무관,,    ,경기도 평택시 지산로12번길 66 (지산동),개인,경기지역본부,2023-05-19,1588-1519
340,2023-05-19,2023-05-19~2023-06-30,아이엠재활병원,기타 보건·의료 서비스 종사원,상용직,시급,9620 ,무관,무관,무관,,    ,충청북도 청주시 서원구 청남로 2140 (모충동),중소,충북지사,2023-05-19,1588-1519
341,2023-05-19,2023-05-19~2023-06-30,주식회사 씨비엔유스타,음료 조리사(바리스타 포함),상용직,시급,9620 ,무관,무관,무관,,    ,"충청북도 청주시 서원구 충대로 1 N10동 803호 (개신동, 충북대학교대학본부)",중소,충북지사,2023-05-19,1588-1519
342,2023-05-19,2023-05-19~2023-06-02,주식회사 아름누리,환경 미화원,상용직,월급,1120000 ,무관,무관,무관,,    ,충청북도 청주시 흥덕구 옥산면 과학산업3로 29 옥산면,중소,충북지사,2023-05-19,1588-1519
343,2023-05-19,2023-05-19~2023-05-31,(사)행복드림복지회 두리E.N.G,전기 부품·제품 조립·검사원,상용직,월급,2042900 ,무관,무관,무관,,    ,전라북도 익산시 함열읍 익산대로78길 179-10 행복드림복지회 두리ENG,중소,전북지사,2023-05-19,1588-1519
344,2023-05-18,2023-05-18~2023-05-19,(주)오르비텍,머시닝센터(MCT) 조작원,상용직,연봉,29000000 ,무관,0년개월,무관,,    ,서울특별시 구로구 디지털로33길 28 (구로동) 708호,중소,경남지사,2023-05-18,1588-1519
345,2023-05-18,2023-05-18~2023-05-30,(재)경기테크노파크,사무 보조원(공공기관),계약직,연봉,26000000 ,무관,무관,대졸,,    ,경기도 안산시 상록구 해안로 705 경기테크노파크,중소,경기서부지사,2023-05-18,1588-1519
346,2023-05-18,2023-05-18~2023-05-31,주)엔지피,기타 전자 부품·제품 조립·검사원,상용직,시급,9620 ,무관,0년개월,무관,,    ,경상남도 창원시 마산회원구 자유무역3길 118 (양덕동),중소,경남지사,2023-05-18,1588-1519
347,2023-05-18,2023-05-18~2023-05-31,우마테크(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1700000 ,무관,0년개월,무관,,    ,경상남도 창원시 성산구 연덕로184번길 48 (내동)5층,중소,경남지사,2023-05-18,1588-1519
348,2023-05-18,2023-05-18~2023-08-17,주식회사굿잡제주마카마카,음료 조리사(바리스타 포함),상용직,시급,9620 ,무관,무관,무관,,    ,제주특별자치도 서귀포시 대포로 174 카페 오놀 (대포동),중소,제주지사,2023-05-25,1588-1519
349,2023-05-18,2023-05-18~2023-05-31,유한회사 백연,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,2500000 ,무관,0년개월,무관,,    ,대전광역시 대덕구 신일서로68번길 50 한솔제지 內  (신일동),중소,대전지역본부,2023-05-18,1588-1519
350,2023-05-18,2023-05-18~2023-06-28,문화보호작업장,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,시급,9620 ,무관,0년개월,무관,,    ,대전광역시 중구 문화로126번길 7 문화보호작업장 (문화동),중소,대전지역본부,2023-05-18,1588-1519
351,2023-05-18,2023-05-18~2023-07-31,경창무역주식회사,재활용품 및 폐기물 수거원,상용직,월급,2010580 ,무관,무관,무관,,    ,강원도 원주시 지정면 가곡새말길 28 (가곡리),개인,강원지사,2023-05-18,1588-1519
352,2023-05-18,2023-05-18~2023-06-18,조은세탁산업,세탁 기계 조작원,상용직,시급,9620 ,무관,0년개월,무관,,    ,강원도 춘천시 동광길 23 1층(후평동),개인,강원지사,2023-05-18,1588-1519
353,2023-05-18,2023-05-18~2023-06-01,한국토지주택공사 전북지역본부,사무 보조원(공공기관),계약직,월급,2010580 ,무관,무관,무관,,    ,전라북도 전주시 완산구 홍산로 158 LH 전북지역본부 (효자동2가),"공사,공공",전북지사,2023-05-18,1588-1519
354,2023-05-18,2023-05-18~2023-05-29,한국농업기술진흥원,공공행정 사무원,상용직,연봉,27270000 ,무관,무관,고졸,농업학,    ,전라북도 익산시 평동로 457 한국농업기술진흥원,중소,전북지사,2023-05-18,1588-1519
355,2023-05-18,2023-05-18~2023-05-31,(주)현대캐터링시스템,단체 급식 보조원,상용직,시급,9620 ,무관,무관,무관,,    ,경기도 성남시 분당구 야탑로 98 2층 (주)현대캐터링시스템 (야탑동),대기업,전북지사,2023-05-18,1588-1519
356,2023-05-18,2023-05-18~2023-06-16,주식회사 아델라7,제과·제빵원,상용직,시급,9620 ,무관,0년개월,무관,,    ,부산광역시 남구 황령대로319번나길 30 (대연동),중소,부산지역본부,2023-05-23,1588-1519
357,2023-05-18,2023-05-18~2023-08-17,보광씨앤에스(주),아파트·빌라 경비원,계약직,시급,9620 ,무관,무관,무관,,    ,대구광역시 수성구 천을로 42  (시지동),중소,대구지역본부,2023-05-18,1588-1519
358,2023-05-18,2023-05-18~2023-06-30,한국로지스풀(주),사무 보조원(일반사업체),상용직,연봉,31200000 ,신입,무관,초대졸,,    ,서울특별시 마포구 마포대로 63-8 삼창프라자 6층 (도화동),중소,인천지사,2023-05-18,1588-1519
359,2023-05-18,2023-05-18~2023-06-30,(주)현대캐터링시스템,단체 급식 보조원,상용직,시급,9620 ,무관,무관,무관,,    ,경기도 성남시 분당구 야탑로 98 2층 (주)현대캐터링시스템 (야탑동),대기업,광주지역본부,2023-05-18,1588-1519
360,2023-05-18,2023-05-23~2023-05-30,한국폴리텍IV대학,사무 보조원(공공기관),계약직,월급,1145290 ,무관,무관,무관,,    ,대전광역시 동구 우암로 352-21 한국폴리텍대학 대전캠퍼스 (가양동),중소,대전지역본부,2023-05-18,1588-1519
361,2023-05-18,2023-05-18~2023-05-29,한국교통안전공단 대전충남본부,사무 보조원(공공기관),계약직,월급,2010580 ,무관,무관,무관,,    ,대전광역시 대덕구 문평동 83-1,"공사,공공",대전지역본부,2023-05-18,1588-1519
362,2023-05-18,2023-05-18~2023-06-23,영크린테크,세탁원(다림질원),상용직,시급,9620 ,무관,0년개월,무관,,    ,경상남도 밀양시 부북면 사포공단1길 27 2호,개인,울산지사,2023-05-18,1588-1519
363,2023-05-18,2023-05-18~2023-05-26,디딤365 주식회사,총무 및 일반 사무원,상용직,시급,9620 ,경력,1년0개월,무관,,    ,서울특별시 금천구 디지털로9길 68 대륭포스트타워5차 20층 2006~2010호 (가산동),중소,서울남부지사,2023-05-18,1588-1519
364,2023-05-18,2023-05-18~2023-08-17,주식회사 케이비손해보험,사무 보조원(일반사업체),계약직,시급,9620 ,무관,0년개월,고졸,,    ,서울특별시 강남구 학동로 401 (청담동) 2층,대기업,부산지역본부,2023-05-18,1588-1519
365,2023-05-18,2023-05-18~2023-06-30,(주)뷰티플휴먼,상품 진열원,계약직,월급,759980 ,무관,무관,무관,,    ,서울특별시 강서구 마곡중앙로 161-8 (마곡동)C동 1115호,중소,부산지역본부,2023-05-18,1588-1519
366,2023-05-18,2023-05-18~2023-08-16,(주)하이모관리본부,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",계약직,월급,2010580 ,무관,무관,무관,,    ,충청남도 천안시 서북구 성거읍 석문길 32 (요방리),대기업,충남지사,2023-05-18,1588-1519
367,2023-05-18,2023-05-18~2023-08-17,천안돌봄사회서비스센터,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,월급,1010100 ,무관,무관,무관,,    ,충청남도 천안시 서북구 성정두정로 12 매트로존빌딩 305호 (성정동),중소,충남지사,2023-05-18,1588-1519
368,2023-05-18,2023-05-18~2023-07-31,오죤,주입·포장·상표부착기 등 기타 기계 조작원,상용직,시급,9620 ,무관,무관,무관,,    ,충청남도 당진시 석문면 대호만로 1867 교로리 오죤,개인,충남지사,2023-05-18,1588-1519
369,2023-05-18,2023-05-18~2023-06-30,두레주식회사,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",계약직,시급,9650 ,무관,0년개월,무관,,    ,충청남도 천안시 서북구 다가말3길 8 (쌍용동) (쌍용동) 천안충무병원,중소,충남지사,2023-05-18,1588-1519
370,2023-05-18,2023-05-18~2023-07-31,사회적협동조합 가온누리 보호작업장,기타 전자 부품·제품 조립·검사원,상용직,시급,9620 ,무관,0년개월,무관,,    ,충청남도 천안시 서북구 백석공단1로 10 지하1층 지원비 138호 (백석동),중소,충남지사,2023-05-18,1588-1519
371,2023-05-18,2023-05-18~2023-08-17,기업과사람들(주),"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",상용직,월급,2600000 ,무관,0년개월,무관,,    ,충청남도 천안시 서북구 성정1길 8 2층  (성정동),중소,충남지사,2023-05-18,1588-1519
